Ranking,Instituto,Country,Size,Visibilidad,Ficheros_ricos,Scholar
4207,Nemos Plus/Nemocnice Ostrov,cz,7542,3028,6059,2394
4207,Central Health Corporation,ca,5892,5885,1353,2394
4207,Tuomey Healthcare System,us,5675,3719,5360,2394
4210,Okazaki City Hospital,jp,8472,4507,2354,2394
4210,Spitalul Clinic Municipal de Urgenta Timisoara,ro,6718,11718,678,280
4210,Franziskus Hospital Gem,de,9532,3841,3097,2394
4210,Hchc Henry County Health Center,us,6600,4519,3171,2394
4214,Delta County Memorial Hospital,us,4995,4039,5164,2394
4214,Japanese Red Cross Sendai Hospital,jp,6205,4759,2922,2394
4214,Saiseikai Senri Hospital,jp,5396,5231,2481,2394
4214,Mckenzie Willamette Medical Center,us,1924,2699,10253,2394
4218,Fondation Lenval Hopital pour Enfants,fr,7768,6057,3293,1157
4218,CGC Genetics / Centro de Genética Clínica,pt,4211,9369,2429,598
4220,Aviation General Hospital,cn,1903,7446,5445,1085
4220,Sasebo City General Hospital,jp,6874,5454,1614,2394
4220,Taitung Yuli Fenglin Veterans Hospitals,tw,1526,8611,1382,1934
4220,Mizushima Kyodo Hospital,jp,5288,5180,2630,2394
4224,Langlade Memorial Hospital,us,14682,555,12104,2394
4224,Mat Su Regional Medical Center,us,1624,2888,10253,2394
4224,New England Eye Center,us,7781,2680,6962,2394
4224,Poliklinika Harni,hr,1729,3806,9504,1934
4228,Kingsbrook Jewish Medical Center,us,7723,3085,5921,2394
4228,Clínica y Maternidad Suizo Argentina,ar,4320,7168,3660,1085
4230,Instituto Universitario de Oftalmología Aplicada,es,5646,6976,2659,1157
4230,Singhealth Polyclinics,sg,5932,5666,1684,2394
4230,St John West Shore Hospital,us,8160,3637,4305,2394
4230,(1)  First Hospital of Shanxi Medical University,cn,1199,5883,5267,2394
4234,Texas Children's Cancer Center and Hematology Service,us,4701,4291,4966,2394
4234,Alamance Regional Medical Center Burlington,us,4504,2171,9811,2394
4234,Rudong County Jiangsu Province People's Hospital,cn,3438,2016,10913,2394
4237,River Park Hospital Mcminnville TN,us,7995,4149,3376,2394
4237,Yanhee General Hospital,th,1764,2554,10913,2394
4237,Jahn Ferenc Dél-Pesti Kórház,hu,10842,4447,1673,2394
4237,Medical Image Computing Esat/Psi University Hospital Gasthuisberg,be,1389,12330,2740,230
4237,Natchaug Hospital,us,11082,2782,4991,2394
4237,Arrowhead Regional Medical Center,us,11287,3558,5959,1328
4243,Poliklinika Prosek,cz,5546,4638,3647,2394
4244,Reedsburg Area Medical Center,us,5390,4980,3044,2394
4244,Stony Point Surgery Center,us,4929,4077,5267,2394
4244,Xi'an Shaanxi Hospital,cn,3010,1798,12104,2394
4244,Dudley Group NHS Foundation Trust,uk,5015,10450,413,753
4244,Nanpu Hospital,jp,4188,6356,1535,2394
4249,West Clinic,us,10436,5532,3062,1270
4249,Medizinisches Zentrum Bad Vigaun GmbH & Co KG,at,7561,3835,4194,2394
4249,Clínica Obesitas,es,4995,6614,4798,972
4249,Eye & Ear Hospital,au,6372,4102,4291,2394
4249,Halifax Regional Medical Center,us,7435,4950,2109,2394
4254,Dr Peter Centre Aids Foundation,ca,10606,3624,4631,1934
4254,Multidisciplinary Clinic Metropolitan Doktor,ru,6184,2842,9811,1328
4254,Silverton Hospital OR,us,3538,6069,3550,1934
4254,Clinique de Fertilite Ovo,ca,7542,8351,5399,349
4254,Commonwealth Health,us,565,5964,6619,2394
4259,Charlotte Hungerford Hospital,us,4377,4943,3778,2394
4259,Nemocnice Hranice A.S Uvod,cz,9446,2711,6167,2394
4259,Olean General Hospital,us,5082,4459,4365,2394
4262,Samodzielny Publiczny Zaklad Opieki Zdrowotnej Uniwersytecki Szpital Kliniczny Nr 1 Im Norberta Barlickiegolodzi,pl,6742,5819,1288,2394
4262,Helen Keller Hospital,us,4141,2927,8319,2394
4264,Doctors Medical Center Campus San Pablo CA,us,4488,2054,10253,2394
4264,Taipei Municipal Gan Dau Hospital,tw,4482,5912,1974,2394
4264,Brockville General Hospital,ca,9087,3952,3293,2394
4264,General Aidu Chuo Hospital,jp,4838,4164,5232,2394
4264,Assistance Publique-Hôpitaux de Paris - Centre Hospitalo Universitaire Robert Debre,fr,4970,6414,2086,1934
4264,Shouldice Hospital,ca,10582,2220,7133,2394
4270,Daviess Community Hospital,us,8495,3537,4532,2394
4270,Eisenhower Army Medical Center,us,7006,3762,4715,2394
4270,Instituto Nacional de Oftalmología,pe,10117,8999,496,815
4273,Emma Goldman Clinic,us,5554,3805,5518,2394
4273,Klinik Dr Hancken,de,9839,3383,7298,1328
4273,Pennock Health Services,us,8723,4146,3156,2394
4273,Centre Hospitalier de Versailles,fr,10094,5183,5071,972
4277,Chirurgische Klinik Munchen Bogenhausen,de,9446,5547,4682,972
4277,Algemeen Ziekenhuis Sint Maarten,be,4740,5310,2957,2394
4277,Estes Park Medical Center,us,8105,2981,6213,2394
4280,St Joseph and Redwood Memorial Hospitals,us,5570,4819,3394,2394
4280,Shanghai Traditional Chinese Medicine,cn,2005,4394,7210,2394
4280,Medical Center Maichin Dom,bg,4933,6050,1673,2394
4283,Efferent Therapy Clinic,ua,618,4093,9811,2394
4283,Hospital das Clinicas Universidade Federal de Goias,br,1537,9127,485,2394
4283,Palm Beach Gardens Medical Center,us,7674,4247,3473,2394
4283,Vojenska Nemocnice BRNO,cz,7702,3312,5559,2394
4287,Fitzgibbon Hospital,us,3737,4703,4915,2394
4287,Third People's Hospital of Hangzhou,cn,3750,3496,7477,2394
4287,Asaka Hospital,jp,3267,5955,2684,2394
4287,Maniilaq Association,us,11862,3458,3029,2394
4287,Raahe Hospital and Raahe Health Care Centre,fi,5778,7740,1230,1328
4287,Snoqualmie Valley Hospital WA,us,6804,7453,2298,972
4287,South Lake Memorial Hospital,us,8122,3530,4824,2394
4294,Cha Catholic Health Australia,au,3387,3300,9261,1934
4294,Valley General Hospital WA,us,8328,4480,2691,2394
4296,West Park Healthcare Centre,ca,6093,2337,8843,2394
4297,Southwestern Eye Center,us,5072,3145,7477,2394
4297,Centre Hospitalier de Roubaix,fr,7402,5400,4291,1328
4297,Kenporen Osaka Central Hospital,jp,7919,4576,2724,2394
4300,Northern Hospital of Surry County,us,7822,3432,5267,2394
4300,Bajcsy-Zsilinszky Kórház Budapest,hu,5627,5107,2822,2394
4300,Chilton Memorial Hospital,us,3289,5282,4139,2394
4300,(1)  St Mary's Regional Medical Center,us,3379,2090,10913,2394
4304,Inpromed Children's Medical Center & Clinic,ru,1558,2324,12104,2394
4304,Herz Jesu Krankenhauses Dernbach,de,3283,5729,3218,2394
4306,Szpital Uniwersytecki Im Dr Antoniego Jurasza W Bydgoszczy,pl,3196,7472,960,2394
4306,Nemocnice Litomysl Obecne Informace,cz,6266,3385,6213,2394
4306,Saraburi Hospital,th,2173,8565,541,2394
4306,Hôpital Centre Hospitalier de Chambery et de Bassens,fr,6776,3925,4654,2394
4306,Eating Disorders Foundation of Victoria,au,5482,1480,12104,2394
4311,Nemocnice Milosrdných Bratrí,cz,8657,2963,6113,2394
4311,Hospital São Marcos,br,3587,11010,4715,206
4311,Kantonsspital Graubünden,ch,4066,2346,9811,2394
4314,Liuzhou People's Hospital,cn,2569,4798,5873,2394
4314,NYU Fertility Center New York NY,us,6017,3055,7210,2394
4314,Signature Healthcare Southeastern Massachusetts,us,1064,3681,9811,2394
4314,Southlake Regional Health Centre,ca,3283,2168,12104,1934
4314,Vernon Memorial Healthcare,us,5262,4485,4392,2394
4314,Yale Center for Clinical Investigation,us,1737,6530,3339,2394
4320,Suwa Central Hospital,jp,8898,3949,3586,2394
4320,Wojewódzki Szpital Specjalistyczny Im Najswietszej Maryi Panny,pl,5403,7673,332,2394
4320,Springhill Medical Center Mobile AL,us,4497,4311,5360,2394
4320,Kreiskrankenhaus Altenburg,de,2932,5356,4365,2394
4320,Green Oaks Psychiatric Hospital,us,1176,3595,9811,2394
4320,Hannibal Regional Hospital,us,3828,2943,8651,2394
4320,Arkansas Heart Hospital,us,7523,2513,7846,2394
4327,Martini Klinik am Universitätsklinikums Hamburg Eppendorf,de,4460,5478,2957,2394
4327,Harley Street Clinic London,uk,4394,2286,9811,2394
4327,Our Lady of Victory Hospital,us,6466,3168,6677,2394
4327,Frankfurter Rotkreuz Krankenhausern,de,6332,1645,10913,2394
4331,Tiantai County People's Hospital,cn,4985,1548,12104,2394
4331,Viet Duc University Hospital,vn,3576,1752,12104,2394
4331,BDH Klinik Hessisch-Oldendorf,de,9231,2893,6013,2394
4331,Laurentius Ziekenhuis Roermond,nl,2827,1899,12104,2394
4335,Jupiter Medical Center,us,3321,1805,12104,2394
4335,Bundeswehrkrankenhaus Berlin,de,6541,3858,5019,2394
4335,Wyckoff Heights Medical Center,us,5755,3031,7477,2394
4335,Good Samaritan Hospital Medical Center,us,1988,4756,6677,2394
4339,Bridgton Hospital,us,6706,4282,4093,2394
4339,Kaohsiung Kai Suan Psychiatric Hospital,tw,4848,6286,1557,2394
4341,Psychiatrische Klinik Lüneburg,de,7944,3551,5051,2394
4342,Yokohama Shin Midori General Hospital,jp,5908,5138,2772,2394
4342,Krankenhaus Agatharied,de,7919,4018,4007,2394
4342,Lakeview Specialty Hospital & Neurorehabilitation System,us,6122,4239,7560,1328
4342,Athens General Hospital G Gennimatas,gr,5242,6806,3156,1289
4346,Navicent Health,us,5102,5335,2922,2394
4346,Clinic Dr Gynecologist Nazimova,ru,1404,2452,12104,2394
4346,Toyama Red Cross Hospital,jp,7035,5067,2338,2394
4349,GENEA Sydney Ivf,au,4030,3972,6430,2394
4349,Glencoe Regional Health Services,us,4735,6741,1147,2394
4349,Shonai Amarume Hospital,jp,7402,5149,2096,2394
4349,Capital Caring (Hospice),us,9002,2461,7477,2394
4349,Centrum Kardiovaskularní a Transplantacní Chirurgie BRNO,cz,5011,6502,1294,2394
4349,Ohara General Hospital,jp,4766,4464,4941,2394
4349,St Joseph's Dundas,ca,7837,2308,8319,2394
4349,Kosaka Womens Hospital,jp,1834,5543,5360,2394
4349,Lourdes Health Network WA,us,6936,5176,2237,2394
4349,Ekisaikai Hospital Nagoya,jp,6849,4593,3376,2394
4359,Centre Hospitalier Princesse Grace,mc,7515,4142,4007,2394
4359,Saint James Hospital,mt,7241,4510,4824,1934
4359,Hospital de Torrevieja,es,4248,4120,6013,2394
4359,Sante,cz,5997,3995,5127,2394
4363,Klinikum Landsberg am Lech,de,3633,4989,4575,2394
4363,Hiroshima Nishi Medical Center,jp,2871,6607,2154,2394
4363,Yeungnam National University Medical Center,kr,383,3889,10913,2394
4366,Instituto Valenciano de Oncología,es,7887,6006,3008,1328
4366,Ahsania Mission Cancer and General Hospital,bd,7411,7229,2582,972
4366,B.A.Z Megyei Kórház és Oktató Kórház,hu,4670,4885,4120,2394
4366,Northwest Medical Center Tucson Area,us,781,3415,10913,2394
4366,Klinik St Marienstift Magdeburg,de,8481,5275,4232,1328
4366,National Hospital for Cardiology,bg,4102,6257,1923,2394
4372,New Mexico Veterans Affairs Health Care System,us,8687,3578,4682,2394
4372,Aspirus Grand View Hospital,us,15080,452,12104,2394
4372,Palos Community Hospital,us,2562,2396,10913,2394
4375,Penang Adventist Hospital,my,7256,3443,5746,2394
4375,Southeast Alabama Medical Center,us,2547,2644,10253,2394
4375,Endokrinologický Ústav / Institute of Endocrinology,cz,8007,4743,2625,2394
4375,Cliniche Humanitas Gavazzeni,it,3324,4783,5399,2394
4375,Barnet Dulaney Perkins Eye Center,us,5596,3355,6897,2394
4375,Midwest Regional Medical Center Midwest City Oklahoma,us,662,3560,10913,2394
4375,Colchester East Hants Health Authority,ca,5539,5821,1918,2394
4375,Citizens Medical Center The Heart Hospital,us,7954,3894,4323,2394
4383,Bagae General Hospital,kr,2367,2064,12104,2394
4383,Bend Memorial Clinic,us,3741,4878,4856,2394
4383,Hamamatsuh Rosai Hospital,jp,7075,5313,2086,2394
4383,Hialeah Hospital,us,6798,4024,4682,2394
4383,TriStar Summit Medical Center,us,1165,4443,8651,2394
4383,Wayne Memorial Hospital Goldsboro North Carolina,us,5867,3635,6113,2394
4383,Olin Health Center,us,10646,3782,3204,2394
4383,Stadtischen Krankenhaus Heinsberg,de,1981,7303,1893,2394
4391,Katherine Shaw Bethea Hospital,us,2599,4821,6013,2394
4391,Lodi Memorial Hospital,us,3939,2268,10253,2394
4391,Nakano General Hospital,jp,7149,5281,2094,2394
4391,Thorek Memorial Hospital,us,6164,2834,7846,2394
4391,Christliches Krankenhaus Quakenbruck E.V.,de,7056,5676,2630,1934
4391,Guangzhou Children's Hospital,cn,5354,1542,12104,2394
4391,Northern Inyo Hospital,us,4959,2237,9811,2394
4398,Ako Central Hospital,jp,7384,4243,3965,2394
4398,Workers' Hospital of Henan Province,cn,2518,5273,5164,2394
4398,Henry County Medical Center Paris TN,us,2501,5646,4392,2394
4401,Gruppo Ospedaliero San Donato Policlinico San Donato,it,2810,6515,2423,2394
4401,Santa Clara Valley Medical Center,us,5400,4559,4413,2394
4403,Northeastern Vermont Regional Hospital,us,5892,4842,3533,2394
4403,Northern Berkshire Health Care,us,6440,4791,3339,2394
4403,Shaoxing City Hospital,cn,2657,5158,5267,2394
4403,Eastern Maine Healthcare Systems,us,5288,3342,7210,2394
4407,Privat Klinik Sanssouci Berlin,de,7241,3644,5360,2394
4407,Northeast Valley Health Corporation,us,5491,5523,2486,2394
4409,Capital Medical University Beijing Chest Hospital,cn,2175,6573,2932,2394
4410,Karl Jaspers Klinik,de,10749,3536,3832,2394
4410,Eye Center Northen Virginia,us,8974,3592,4631,2394
4412,Logon Medical Center,ru,3076,2529,10253,2394
4413,(1)  Hôpital Européen Georges Pompidou,fr,9248,4565,5518,1328
4413,Shimizu Hospital,jp,4861,4829,4270,2394
4413,Servicio de Salud Viña del Mar Quillota,cl,1452,8975,1429,1934
4416,Yellowstone Central Hospital,cn,3717,5032,4631,2394
4416,Bucheon St Mary's Hospital The Catholic University of Korea,kr,2243,3922,8217,2394
4416,Texoma Medical Center,us,6302,4898,3255,2394
4416,I Lan Hospital,tw,844,9242,1060,2394
4420,Szpital Im Stefana Zeromskiego,pl,7601,7162,354,2394
4420,Euromedic International Group,hu,3174,5013,5164,2394
4420,Havo Healthcare Hospital,tw,2104,5526,5232,2394
4420,Ohio State University Medical Center Department of Internal Medicine Columbus Ohio,us,2753,1998,12104,2394
4420,John F Kennedy Memorial Hospital Indio CA,us,8277,2469,7956,2394
4420,Brigham and Women's Faulkner Hospital,us,4776,5165,3647,2394
4426,St.Eriks Ögonsjukhus St Eriks Eye Hospital,se,6652,3777,5445,2394
4426,Chutung Veterans Hospital,tw,1270,7753,2212,2394
4428,St Francis Hospital & Health Services Maryville MO,us,5139,5181,3420,2394
4428,Van Wert County Hospital,us,5311,6820,1032,2394
4428,Curatio Medical Group & International Foundation,ge,5272,8566,3832,613
4431,Baxter County Regional Hospital,us,2859,2813,9811,2394
4431,Thomson Medical Centre,sg,8472,3127,6167,2394
4431,Mid Cheshire Hospitals NHS Trust,uk,129,4122,12104,2394
4431,Algemeen Ziekenhuis Monica,be,5847,5501,2446,2394
4435,Markusovszky Korhaz,hu,3280,5447,4250,2394
4435,Bradford Health Services,us,6419,1716,10913,2394
4435,Paijat Hameen Sairaanhoitopiirin Kuntayhtyma,fi,2280,3582,8843,2394
4438,Ashland Memorial Medical Center Wisconsin,us,8063,3801,4715,2394
4438,Bear Lake Memorial Hospital Montpelier ID,us,9943,4299,2804,2394
4438,(1)  Healthscope,au,5787,2136,9811,2394
4441,Desert Regional Medical Center,us,6600,3492,6213,2394
4441,Institut Jantung Negara,my,5210,2389,9504,2394
4441,Central Clinical Hospital nr 6,ru,5092,5513,2852,2394
4441,Praxisklinik Rennbahn Swiss Olympic Medical Center,ch,6804,5424,5071,1328
4441,St Francis Hospital Wilmington,us,8752,2748,7039,2394
4441,Thai Nakarin Hospital,th,2537,5445,5019,2394
4447,St Mary's Hospital Streator Illinois,us,9336,3244,5488,2394
4447,(1)  Evangelische Krankenhaus Herne,de,6440,3970,5232,2394
4447,Kobe Medical Center National Hospital Organization,jp,8128,4986,2323,2394
4447,Ome Municipal General Hospital,jp,9446,4790,2161,2394
4447,Centre de Santé et des Services Sociaux du Lac des Deux Montagnes,ca,6100,6139,1488,2394
4452,Specjalistyczny Szpital Miejski W Toruniu,pl,4545,8350,273,2394
4452,Privatkliniken Schweiz,ch,5015,4875,4194,2394
4454,Calvary Health Care Bethlehem,au,10842,3750,3432,2394
4455,Bombay Hospital Trust & Medical Research Center,in,7531,2569,8086,2394
4455,China Central Medical Center,jp,6624,5022,2945,2394
4455,Hospice Austin,us,5541,3162,7660,2394
4458,Fourth Hospital of Xi'an,cn,712,4275,9811,2394
4458,University of California Division of Cardiology,us,650,6204,6677,2394
4458,Saitama Red Cross Hospital,jp,9376,3860,4007,2394
4458,St Agnes-Hospital Bocholt-Rhede,de,5719,4704,4167,2394
4458,Vista Health System,us,1626,2911,10913,2394
4458,Grupo Médica Sur Lomas,mx,3956,8450,3850,753
4464,Medical Center Medelite,ru,1404,2572,12104,2394
4464,Ningbo City Mental Hospital,cn,14471,677,12104,2394
4464,Richland Hospital,us,6663,4210,6213,1934
4464,Siskin Hospital for Physical Rehabilitation,us,6600,3656,5921,2394
4464,Golden Valley Memorial Hospital Clinton Missouri,us,4328,3953,6677,2394
4464,Hospital Juárez de México,mx,7032,7866,1076,1328
4464,Hutzel Women's Hospital,us,1399,5861,5746,2394
4464,Wojewódzkiego Szpitala Specjalistycznego W Lublinie,pl,5372,7615,490,2394
4472,Uresino Medical Center National Hospital Organization,jp,5895,5944,1811,2394
4472,Rehabilitation Institute of Michigan,us,6814,3914,5232,2394
4472,La Palma Intercommunity Hospital,us,9943,2678,6757,2394
4472,Tottori Municipal Hospital,jp,4880,4988,4093,2394
4476,Foundation Three Friend Hall Hospital,jp,3438,5380,4392,2394
4476,Marina del Rey Hospital,us,3118,4129,7298,2394
4476,Nemocnice Ceský Krumlov,cz,9617,3942,3765,2394
4479,Banbury Road Medical Centre,uk,13419,1019,10913,2394
4480,Weihai Wendeng Central Hospital,cn,3311,4744,5873,2394
4481,Vantage Oncology Centers,us,8620,2272,8481,2394
4481,BC Women's Hospital & Health Centre Foundation,ca,4595,5023,4250,2394
4481,Drk Krankenhaus Lichtenstein,de,2001,5130,6374,2394
4481,Memorial Healthcare,us,3619,5688,3630,2394
4481,Hôpitaux Iris Sud,be,5359,6473,1462,2394
4486,Área de Salud de Puertollano,es,8515,10186,1575,415
4486,Mediclinic Middle East (EHL HealthCare Management Services),ae,3438,4389,6497,2394
4486,Nemocnice Nymburk,cz,8435,3149,6328,2394
4486,Bali International Medical Centre Hospital,id,7803,2518,8217,2394
4490,Lakeview Medical Center,us,8789,4073,3985,2394
4490,Hamanomachi Hospital,jp,6600,4956,3195,2394
4492,Hazel Hawkins Memorial Hospital,us,10894,3153,5019,2394
4492,Özel Kent Hastanesi,tr,4015,4512,5838,2394
4492,Mediterraneo Hospital,gr,4709,6575,5959,972
4492,Szpital Wolski Im Dr Anny Gostynskiej Samodzielny Publiczny Zaklad Opieki Zdrowotnej,pl,5432,8964,650,1328
4492,Oconee Regional Health Systems,us,9336,4499,4270,1934
4492,Russell Medical Center,us,7622,3423,6059,2394
4498,Klinicki Bolnicki Centar Zagreb,hr,2161,3172,9811,2394
4498,Medical Center Lemesheva,ru,9599,1222,12104,2394
4500,Star Valley Medical Center WY,us,7315,4083,4747,2394
4501,Fukuda Hospital,jp,4914,6088,2131,2394
4501,University Hospital Alexandrovska,bg,5438,6655,2149,1934
4501,Herz Jesu Krankenhaus,at,7750,4168,4365,2394
4501,Excela Health,us,7024,4707,3601,2394
4501,Laughlin Memorial Hospital,us,6402,4732,3880,2394
4501,Yangzhou University Affiliated Luhe Hospital,cn,221,6166,8319,2394
4507,Guelph General Hospital,ca,7768,5123,2429,2394
4507,Heartland Regional Medical Center,us,2015,3049,10253,2394
4507,Unidad de Traumatología y Cirugía Ortopedica del Hospital Virgen de La Concha,es,3500,4132,8319,1934
4507,Wooster Community Hospital,us,4436,5895,4093,1934
4511,Pullman Memorial Hospital WA,us,3852,6703,1808,2394
4511,Royal Perth Hospital,au,4446,1755,12104,2394
4511,(1)  Ospedale Sacrocuore Don Calabria,it,7136,5925,1525,2394
4511,Nemocnica S Poliklinikou Sv Lukasa Galanta,sk,5429,8009,338,2394
4511,Anchorage Women's Clinic,us,10948,2209,7755,2394
4511,Blackrock Clinic Dublin,ie,5905,4246,5267,2394
4511,Clay County Medical Center,us,2914,5959,3748,2394
4518,Certus Centrum Medyczne,pl,7044,3203,6962,2394
